year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,ir_time,distance,hour,minute,time_hour
2013,7,26,554,600,-6,830,830,0,AA,707,N3EKAA,LGA,DFW,195,1389,6,0,"2013-07-26 06:00:00"
2013,5,21,2149,2059,50,9,2317,52,EV,4091,N16961,EWR,ATL,105,746,20,59,"2013-05-21 20:00:00"
2013,7,19,702,705,-3,1003,1015,-12,AA,2279,N3FAAA,LGA,MIA,152,1096,7,5,"2013-07-19 07:00:00"
2013,5,5,832,830,2,949,1015,-26,9E,3521,N903XJ,JFK,ORD,106,740,8,30,"2013-05-05 08:00:00"
2013,8,27,1937,1935,2,2247,2244,3,DL,1854,N323US,LGA,FLL,136,1076,19,35,"2013-08-27 19:00:00"
2013,9,21,1531,1500,31,1758,1801,-3,DL,2181,N941DL,LGA,MCO,127,950,15,0,"2013-09-21 15:00:00"
2013,6,2,1257,1301,-4,1401,1412,-11,B6,1008,N353JB,JFK,BOS,39,187,13,1,"2013-06-02 13:00:00"
2013,10,14,1020,1026,-6,1157,1221,-24,EV,4412,N14171,EWR,DSM,140,1017,10,26,"2013-10-14 10:00:00"
2013,9,7,1622,1630,-8,1805,1825,-20,9E,3329,N930XJ,LGA,RDU,64,431,16,30,"2013-09-07 16:00:00"
2013,12,18,1444,1445,-1,1821,1809,12,UA,841,N518UA,JFK,LAX,352,2475,14,45,"2013-12-18 14:00:00"
2013,10,15,1529,1510,19,1637,1630,7,MQ,3663,N515MQ,JFK,DCA,41,213,15,10,"2013-10-15 15:00:00"
2013,12,8,1327,1320,7,1726,1641,45,UA,1054,N57857,EWR,LAX,388,2454,13,20,"2013-12-08 13:00:00"
2013,6,22,728,730,-2,1000,1025,-25,AA,33,N329AA,JFK,LAX,305,2475,7,30,"2013-06-22 07:00:00"
2013,11,4,2057,2100,-3,2223,2221,2,EV,5815,N16561,EWR,RIC,49,277,21,0,"2013-11-04 21:00:00"
2013,4,25,2049,2040,9,2341,2356,-15,B6,165,N503JB,JFK,PDX,323,2454,20,40,"2013-04-25 20:00:00"
2013,7,7,1229,1230,-1,1521,1558,-37,DL,2098,N939DL,LGA,MIA,144,1096,12,30,"2013-07-07 12:00:00"
2013,3,3,1023,1028,-5,1328,1342,-14,UA,1183,N37263,EWR,RSW,163,1068,10,28,"2013-03-03 10:00:00"
2013,6,13,1103,1050,13,1234,1209,25,B6,4,N193JB,JFK,BUF,64,301,10,50,"2013-06-13 10:00:00"
2013,4,2,633,630,3,806,820,-14,WN,112,N8603F,LGA,STL,141,888,6,30,"2013-04-02 06:00:00"
2013,5,10,11,2159,132,136,2344,112,B6,1109,N323JB,JFK,RDU,68,427,21,59,"2013-05-10 21:00:00"
2013,6,19,2051,1935,76,2232,2120,72,MQ,3535,N524MQ,JFK,CMH,79,483,19,35,"2013-06-19 19:00:00"
2013,5,1,740,746,-6,1037,1109,-32,UA,1735,N38727,EWR,LAX,315,2454,7,46,"2013-05-01 07:00:00"
2013,10,2,834,825,9,1035,1029,6,US,1831,N195UW,JFK,CLT,85,541,8,25,"2013-10-02 08:00:00"
2013,9,15,803,810,-7,931,955,-24,MQ,3272,N857MQ,LGA,CLE,68,419,8,10,"2013-09-15 08:00:00"
2013,7,13,2015,1930,45,2117,2047,30,EV,5769,N830AS,LGA,IAD,45,229,19,30,"2013-07-13 19:00:00"
2013,6,2,NA,1929,NA,NA,2053,NA,EV,5769,N834AS,LGA,IAD,NA,229,19,29,"2013-06-02 19:00:00"
2013,9,17,2043,2030,13,2158,2203,-5,FL,357,N963AT,LGA,CAK,58,397,20,30,"2013-09-17 20:00:00"
2013,5,21,1001,900,61,1127,1042,45,EV,5025,N748EV,LGA,BTV,47,258,9,0,"2013-05-21 09:00:00"
2013,1,4,1722,1545,97,2202,2039,83,B6,703,N590JB,JFK,SJU,196,1598,15,45,"2013-01-04 15:00:00"
2013,10,28,649,655,-6,801,810,-9,WN,404,N251WN,LGA,MKE,114,738,6,55,"2013-10-28 06:00:00"
2013,12,12,645,605,40,800,724,36,EV,5747,N828AS,LGA,IAD,57,229,6,5,"2013-12-12 06:00:00"
2013,9,12,1628,1605,23,2000,1918,42,DL,706,N3767,JFK,AUS,200,1521,16,5,"2013-09-12 16:00:00"
2013,10,23,1825,1830,-5,2111,2112,-1,B6,711,N612JB,JFK,LAS,323,2248,18,30,"2013-10-23 18:00:00"
2013,11,27,703,705,-2,853,916,-23,EV,3842,N13969,EWR,GRR,90,605,7,5,"2013-11-27 07:00:00"
2013,1,18,1655,1700,-5,1918,1935,-17,DL,2042,N304DQ,EWR,ATL,118,746,17,0,"2013-01-18 17:00:00"
2013,9,10,606,610,-4,723,725,-2,WN,249,N406WN,EWR,MDW,102,711,6,10,"2013-09-10 06:00:00"
2013,11,22,2133,2100,33,2240,2214,26,US,2197,N744P,LGA,DCA,49,214,21,0,"2013-11-22 21:00:00"
2013,7,31,1657,1700,-3,1924,1912,12,B6,1119,N298JB,JFK,CLT,106,541,17,0,"2013-07-31 17:00:00"
2013,11,21,1254,1300,-6,1401,1410,-9,US,2148,N956UW,LGA,BOS,40,184,13,0,"2013-11-21 13:00:00"
2013,12,22,1214,1205,9,1352,1350,2,MQ,3404,N513MQ,LGA,RDU,73,431,12,5,"2013-12-22 12:00:00"
2013,1,31,1605,1600,5,1958,1925,33,AA,1467,N3GMAA,LGA,MIA,163,1096,16,0,"2013-01-31 16:00:00"
2013,6,7,1859,1900,-1,2358,2251,67,DL,1465,N717TW,JFK,SFO,351,2586,19,0,"2013-06-07 19:00:00"
2013,11,30,759,800,-1,1054,1111,-17,B6,1511,N612JB,EWR,RSW,151,1068,8,0,"2013-11-30 08:00:00"
2013,2,13,559,600,-1,719,716,3,EV,4201,N12552,EWR,IAD,48,212,6,0,"2013-02-13 06:00:00"
2013,12,1,1454,1500,-6,1735,1803,-28,DL,1935,N337NB,LGA,TPA,146,1010,15,0,"2013-12-01 15:00:00"
2013,2,14,1921,1805,76,2046,1950,56,WN,551,N730SW,LGA,BNA,125,764,18,5,"2013-02-14 18:00:00"
2013,9,15,1738,1630,68,2037,1940,57,AA,181,N338AA,JFK,LAX,331,2475,16,30,"2013-09-15 16:00:00"
2013,5,2,1026,1030,-4,1240,1243,-3,DL,2343,N309DE,EWR,ATL,110,746,10,30,"2013-05-02 10:00:00"
2013,12,16,606,610,-4,834,820,14,EV,4714,N19554,EWR,CLT,90,529,6,10,"2013-12-16 06:00:00"
2013,3,9,1420,1430,-10,1700,1735,-35,AA,883,N4YFAA,EWR,DFW,200,1372,14,30,"2013-03-09 14:00:00"
2013,1,17,1147,1155,-8,1248,1304,-16,9E,3483,N601LR,JFK,BOS,41,187,11,55,"2013-01-17 11:00:00"
2013,1,9,1601,1605,-4,1931,1944,-13,DL,1508,N923DL,JFK,RSW,174,1074,16,5,"2013-01-09 16:00:00"
2013,12,23,1630,1455,95,1840,1650,110,MQ,3359,N816MQ,JFK,RDU,89,427,14,55,"2013-12-23 14:00:00"
2013,5,4,1323,1325,-2,1525,1524,1,EV,5596,N744EV,LGA,MEM,128,963,13,25,"2013-05-04 13:00:00"
2013,4,5,819,810,9,1144,1124,20,DL,2070,N347NB,LGA,RSW,179,1080,8,10,"2013-04-05 08:00:00"
2013,4,21,902,900,2,1213,1207,6,UA,1581,N73445,EWR,SEA,339,2402,9,0,"2013-04-21 09:00:00"
2013,3,4,954,959,-5,1138,1129,9,MQ,4670,N501MQ,LGA,BNA,104,764,9,59,"2013-03-04 09:00:00"
2013,6,12,1620,1625,-5,1851,1841,10,DL,2231,N340NW,LGA,DTW,87,502,16,25,"2013-06-12 16:00:00"
2013,7,23,1356,1359,-3,1650,1544,66,AA,337,N476AA,LGA,ORD,115,733,13,59,"2013-07-23 13:00:00"
2013,6,12,915,909,6,1127,1122,5,EV,4952,N730EV,LGA,CLT,74,544,9,9,"2013-06-12 09:00:00"
2013,9,11,1012,1015,-3,1147,1212,-25,US,2067,N104UW,JFK,CLT,75,541,10,15,"2013-09-11 10:00:00"
2013,5,10,556,600,-4,938,942,-4,B6,715,N607JB,JFK,SJU,200,1598,6,0,"2013-05-10 06:00:00"
2013,6,21,729,730,-1,956,1016,-20,UA,1687,N24202,EWR,MCO,129,937,7,30,"2013-06-21 07:00:00"
2013,3,16,2056,2059,-3,2323,2320,3,B6,115,N296JB,JFK,MSY,173,1182,20,59,"2013-03-16 20:00:00"
2013,11,1,1904,1805,59,2037,1950,47,AA,353,N438AA,LGA,ORD,119,733,18,5,"2013-11-01 18:00:00"
2013,2,3,1839,1845,-6,2028,2030,-2,MQ,4517,N730MQ,LGA,CRW,77,444,18,45,"2013-02-03 18:00:00"
2013,12,29,728,729,-1,1023,1020,3,B6,461,N661JB,LGA,PBI,156,1035,7,29,"2013-12-29 07:00:00"
2013,5,28,623,625,-2,758,745,13,WN,3493,N8314L,LGA,MDW,126,725,6,25,"2013-05-28 06:00:00"
2013,4,27,1443,1445,-2,1636,1645,-9,US,1445,N194UW,LGA,CLT,81,544,14,45,"2013-04-27 14:00:00"
2013,3,6,1615,1614,1,1907,1905,2,UA,676,N590UA,EWR,SEA,330,2402,16,14,"2013-03-06 16:00:00"
2013,11,29,1355,1350,5,1646,1705,-19,AA,1073,N3CEAA,LGA,MIA,153,1096,13,50,"2013-11-29 13:00:00"
2013,10,4,1912,1900,12,2122,2015,67,WN,490,N553WN,LGA,MKE,129,738,19,0,"2013-10-04 19:00:00"
2013,5,2,1936,1919,17,2213,2220,-7,B6,155,N527JB,JFK,MCO,127,944,19,19,"2013-05-02 19:00:00"
2013,1,16,NA,1905,NA,NA,2113,NA,EV,4543,N12195,EWR,DSM,NA,1017,19,5,"2013-01-16 19:00:00"
2013,11,17,1444,1450,-6,1631,1649,-18,US,1995,N563UW,LGA,CLT,86,544,14,50,"2013-11-17 14:00:00"
2013,9,2,744,750,-6,1035,1044,-9,UA,297,N503UA,EWR,LAX,308,2454,7,50,"2013-09-02 07:00:00"
2013,2,17,1659,1635,24,1846,1843,3,EV,4900,N724EV,EWR,DTW,83,488,16,35,"2013-02-17 16:00:00"
2013,8,12,830,830,0,1016,1015,1,MQ,3272,N717MQ,LGA,CLE,66,419,8,30,"2013-08-12 08:00:00"
2013,3,27,1407,1415,-8,1540,1607,-27,EV,4983,N708EV,LGA,GSO,74,461,14,15,"2013-03-27 14:00:00"
2013,8,15,859,900,-1,1202,1157,5,DL,1885,N942DL,LGA,MCO,134,950,9,0,"2013-08-15 09:00:00"
2013,2,19,1058,1100,-2,1414,1424,-10,DL,2261,N970DL,LGA,MIA,160,1096,11,0,"2013-02-19 11:00:00"
2013,10,4,1931,1900,31,2206,2057,69,9E,3330,N605LR,JFK,ORD,147,740,19,0,"2013-10-04 19:00:00"
2013,12,29,937,950,-13,1059,1123,-24,FL,160,N966AT,LGA,CAK,68,397,9,50,"2013-12-29 09:00:00"
2013,1,27,2247,2253,-6,13,15,-2,B6,112,N607JB,JFK,BUF,57,301,22,53,"2013-01-27 22:00:00"
2013,3,19,1542,1435,67,1722,1612,70,UA,1528,N27733,EWR,CLE,71,404,14,35,"2013-03-19 14:00:00"
2013,7,26,713,714,-1,837,848,-11,EV,4424,N12163,EWR,RDU,66,416,7,14,"2013-07-26 07:00:00"
2013,2,4,2033,2040,-7,7,2358,9,B6,165,N521JB,JFK,PDX,368,2454,20,40,"2013-02-04 20:00:00"
2013,12,1,1753,1725,28,2032,2045,-13,VX,169,N637VA,EWR,LAX,316,2454,17,25,"2013-12-01 17:00:00"
2013,12,8,2054,1810,164,2319,1951,208,9E,3513,N294PQ,LGA,MKE,134,738,18,10,"2013-12-08 18:00:00"
2013,11,5,1359,1359,0,1605,1530,35,UA,643,N854UA,EWR,ORD,130,719,13,59,"2013-11-05 13:00:00"
2013,8,23,1055,1049,6,1315,1330,-15,UA,487,N565UA,EWR,LAX,293,2454,10,49,"2013-08-23 10:00:00"
2013,1,23,1549,1540,9,1727,1716,11,9E,4178,N8532G,JFK,ROC,57,264,15,40,"2013-01-23 15:00:00"
2013,7,24,1806,1706,60,2148,2111,37,B6,803,N590JB,JFK,SJU,193,1598,17,6,"2013-07-24 17:00:00"
2013,4,21,1629,1632,-3,2023,2018,5,UA,1284,N39415,EWR,SFO,371,2565,16,32,"2013-04-21 16:00:00"
2013,10,8,1856,1900,-4,2016,2101,-45,9E,3433,N935XJ,JFK,PIT,63,340,19,0,"2013-10-08 19:00:00"
2013,11,1,828,835,-7,959,1000,-1,MQ,3355,N516MQ,LGA,BNA,128,764,8,35,"2013-11-01 08:00:00"
2013,10,28,1604,1545,19,2007,1944,23,DL,689,N3754A,JFK,SJU,205,1598,15,45,"2013-10-28 15:00:00"
2013,11,2,945,945,0,1237,1230,7,VX,251,N639VA,JFK,LAS,304,2248,9,45,"2013-11-02 09:00:00"
2013,2,15,1923,1925,-2,2101,2116,-15,EV,4872,N717EV,LGA,BHM,139,866,19,25,"2013-02-15 19:00:00"
2013,7,3,1219,1059,80,1447,1341,66,UA,371,N575UA,EWR,LAX,297,2454,10,59,"2013-07-03 10:00:00"
2013,4,24,2015,2018,-3,2323,2322,1,UA,459,N411UA,EWR,FLL,157,1065,20,18,"2013-04-24 20:00:00"
2013,10,21,1813,1803,10,1954,1944,10,UA,775,N806UA,EWR,ORD,119,719,18,3,"2013-10-21 18:00:00"
2013,4,28,1812,1815,-3,1951,1948,3,9E,4277,N8896A,JFK,ORF,51,290,18,15,"2013-04-28 18:00:00"
2013,12,23,610,600,10,920,856,24,B6,371,N580JB,LGA,FLL,154,1076,6,0,"2013-12-23 06:00:00"
2013,12,3,1027,1030,-3,1413,1410,3,US,679,N542UW,JFK,PHX,322,2153,10,30,"2013-12-03 10:00:00"
2013,12,11,1327,1329,-2,1637,1630,7,UA,380,N801UA,EWR,DFW,224,1372,13,29,"2013-12-11 13:00:00"
2013,3,25,659,659,0,955,959,-4,AA,1815,N5EYAA,JFK,MCO,147,944,6,59,"2013-03-25 06:00:00"
2013,9,4,2104,2110,-6,2254,2318,-24,EV,5157,N719EV,LGA,CVG,83,585,21,10,"2013-09-04 21:00:00"
2013,11,12,1647,1630,17,2003,2011,-8,US,629,N534UW,JFK,PHX,277,2153,16,30,"2013-11-12 16:00:00"
2013,11,29,1632,1640,-8,1800,1820,-20,MQ,3216,N614MQ,JFK,ORF,53,290,16,40,"2013-11-29 16:00:00"
2013,8,3,1207,1139,28,1315,1254,21,B6,1307,N339JB,JFK,IAD,51,228,11,39,"2013-08-03 11:00:00"
2013,8,10,1723,1706,17,2129,2111,18,B6,803,N558JB,JFK,SJU,196,1598,17,6,"2013-08-10 17:00:00"
2013,1,10,809,817,-8,1101,1127,-26,DL,1109,N309US,LGA,TPA,145,1010,8,17,"2013-01-10 08:00:00"
2013,3,15,NA,900,NA,NA,1020,NA,US,2120,NA,LGA,BOS,NA,184,9,0,"2013-03-15 09:00:00"
2013,3,6,556,600,-4,816,830,-14,DL,461,N641DL,LGA,ATL,112,762,6,0,"2013-03-06 06:00:00"
2013,7,13,927,935,-8,1102,1045,17,WN,1221,N794SW,EWR,MDW,95,711,9,35,"2013-07-13 09:00:00"
2013,12,16,1029,1034,-5,1310,1319,-9,DL,420,N3740C,JFK,LAS,321,2248,10,34,"2013-12-16 10:00:00"
2013,2,14,754,800,-6,950,1000,-10,B6,219,N294JB,JFK,CLT,88,541,8,0,"2013-02-14 08:00:00"
2013,10,2,748,756,-8,943,951,-8,US,1733,N162UW,LGA,CLT,79,544,7,56,"2013-10-02 07:00:00"
2013,5,13,NA,1545,NA,NA,1812,NA,DL,1705,N320NB,LGA,MSY,NA,1183,15,45,"2013-05-13 15:00:00"
2013,7,16,636,640,-4,1035,1040,-5,AA,413,N3AWAA,JFK,SJU,206,1598,6,40,"2013-07-16 06:00:00"
2013,5,7,1720,1729,-9,2016,2044,-28,AA,1999,N3ANAA,EWR,MIA,154,1085,17,29,"2013-05-07 17:00:00"
2013,11,16,1509,1510,-1,1612,1630,-18,MQ,3663,N522MQ,JFK,DCA,41,213,15,10,"2013-11-16 15:00:00"
2013,10,27,1608,1510,58,2006,1920,46,AA,95,N5FHAA,JFK,SJU,204,1598,15,10,"2013-10-27 15:00:00"
2013,4,19,NA,2110,NA,NA,2242,NA,EV,5212,N753EV,LGA,RIC,NA,292,21,10,"2013-04-19 21:00:00"
2013,9,25,1352,1400,-8,1514,1512,2,US,2183,N712US,LGA,DCA,40,214,14,0,"2013-09-25 14:00:00"
2013,12,17,2009,1805,124,2150,1955,115,WN,195,N478WN,LGA,STL,131,888,18,5,"2013-12-17 18:00:00"
2013,1,2,1805,1805,0,2005,1955,10,MQ,4626,N502MQ,LGA,CMH,81,479,18,5,"2013-01-02 18:00:00"
2013,12,6,1538,1530,8,1815,1829,-14,B6,83,N629JB,JFK,MCO,135,944,15,30,"2013-12-06 15:00:00"
2013,4,18,2015,1659,196,2316,1959,197,AA,1905,N503AA,EWR,DFW,205,1372,16,59,"2013-04-18 16:00:00"
2013,12,27,1720,1730,-10,1911,1930,-19,B6,1119,N337JB,JFK,CLT,93,541,17,30,"2013-12-27 17:00:00"
2013,7,9,557,600,-3,649,659,-10,US,2161,N754UW,LGA,DCA,37,214,6,0,"2013-07-09 06:00:00"
2013,4,2,1444,1446,-2,1731,1744,-13,UA,1122,N18220,EWR,PBI,147,1023,14,46,"2013-04-02 14:00:00"
2013,9,19,1006,929,37,1142,1129,13,MQ,3565,N509MQ,LGA,CLT,79,544,9,29,"2013-09-19 09:00:00"
2013,6,29,1827,1830,-3,2013,2055,-42,UA,1236,N37464,EWR,DEN,204,1605,18,30,"2013-06-29 18:00:00"
2013,2,26,1553,1600,-7,1700,1717,-17,US,2181,N747UW,LGA,DCA,48,214,16,0,"2013-02-26 16:00:00"
2013,8,19,559,600,-1,713,712,1,EV,5747,N877AS,LGA,IAD,45,229,6,0,"2013-08-19 06:00:00"
2013,3,25,1702,1700,2,1940,1955,-15,AA,257,N3JNAA,JFK,LAS,302,2248,17,0,"2013-03-25 17:00:00"
2013,5,3,608,610,-2,728,745,-17,AA,301,N4XJAA,LGA,ORD,114,733,6,10,"2013-05-03 06:00:00"
2013,11,4,1729,1729,0,2052,2105,-13,VX,193,N629VA,EWR,SFO,350,2565,17,29,"2013-11-04 17:00:00"
2013,7,19,1439,1439,0,1627,1644,-17,DL,1819,N947DL,LGA,MSP,140,1020,14,39,"2013-07-19 14:00:00"
2013,7,21,2018,2018,0,2323,2321,2,UA,1680,N37470,EWR,MIA,156,1085,20,18,"2013-07-21 20:00:00"
2013,1,24,NA,825,NA,NA,1026,NA,US,487,NA,JFK,CLT,NA,541,8,25,"2013-01-24 08:00:00"
2013,10,17,548,550,-2,906,932,-26,B6,939,N613JB,JFK,BQN,182,1576,5,50,"2013-10-17 05:00:00"
2013,10,10,2151,2000,111,21,2250,91,UA,404,N488UA,EWR,IAH,181,1400,20,0,"2013-10-10 20:00:00"
2013,3,29,1524,1530,-6,1741,1805,-24,MQ,4525,N723MQ,LGA,XNA,174,1147,15,30,"2013-03-29 15:00:00"
2013,2,23,1859,1859,0,2127,2145,-18,DL,947,N912DE,LGA,ATL,127,762,18,59,"2013-02-23 18:00:00"
2013,12,18,1453,1500,-7,1607,1611,-4,US,2152,N965UW,LGA,BOS,42,184,15,0,"2013-12-18 15:00:00"
2013,9,23,1252,1259,-7,1456,1501,-5,US,2083,N196UW,LGA,CLT,81,544,12,59,"2013-09-23 12:00:00"
2013,9,9,1254,1253,1,1540,1554,-14,UA,1502,N87527,LGA,IAH,182,1416,12,53,"2013-09-09 12:00:00"
2013,1,28,859,906,-7,1158,1216,-18,UA,634,N493UA,EWR,PBI,152,1023,9,6,"2013-01-28 09:00:00"
2013,1,30,627,630,-3,853,843,10,US,1433,N174US,LGA,CLT,99,544,6,30,"2013-01-30 06:00:00"
2013,5,9,757,800,-3,957,958,-1,B6,1273,N203JB,JFK,CHS,91,636,8,0,"2013-05-09 08:00:00"
2013,8,31,1538,1545,-7,1655,1705,-10,AA,1786,N3BVAA,JFK,BOS,40,187,15,45,"2013-08-31 15:00:00"
2013,7,7,1034,1030,4,1338,1345,-7,AA,179,N339AA,JFK,SFO,328,2586,10,30,"2013-07-07 10:00:00"
2013,7,22,NA,1445,NA,NA,1642,NA,9E,3318,NA,JFK,BUF,NA,301,14,45,"2013-07-22 14:00:00"
2013,8,24,556,605,-9,840,905,-25,AA,1837,N3CFAA,LGA,MIA,146,1096,6,5,"2013-08-24 06:00:00"
2013,12,11,1254,1259,-5,1455,1501,-6,US,1843,N163US,LGA,CLT,94,544,12,59,"2013-12-11 12:00:00"
2013,10,5,930,935,-5,1132,1155,-23,WN,1752,N492WN,LGA,DEN,223,1620,9,35,"2013-10-05 09:00:00"
2013,6,29,2142,2125,17,2346,2354,-8,B6,97,N594JB,JFK,DEN,209,1626,21,25,"2013-06-29 21:00:00"
2013,2,17,1045,1039,6,1400,1343,17,UA,1429,N76522,EWR,LAX,353,2454,10,39,"2013-02-17 10:00:00"
2013,3,18,2215,2000,135,218,2259,199,B6,39,N637JB,JFK,PBI,148,1028,20,0,"2013-03-18 20:00:00"
2013,12,9,1809,1755,14,2113,2118,-5,DL,1211,N365NB,LGA,RSW,158,1080,17,55,"2013-12-09 17:00:00"
2013,8,23,2057,2059,-2,2328,2358,-30,B6,523,N729JB,JFK,LAX,307,2475,20,59,"2013-08-23 20:00:00"
2013,3,1,1353,1400,-7,1453,1509,-16,US,2177,N755US,LGA,DCA,39,214,14,0,"2013-03-01 14:00:00"
2013,11,27,1517,1446,31,1754,1644,70,EV,4175,N11544,EWR,AVL,99,583,14,46,"2013-11-27 14:00:00"
2013,8,19,628,630,-2,732,750,-18,EV,4241,N14125,EWR,DCA,43,199,6,30,"2013-08-19 06:00:00"
2013,4,27,1029,1029,0,1134,1143,-9,EV,4249,N14904,EWR,IAD,40,212,10,29,"2013-04-27 10:00:00"
2013,3,14,857,900,-3,1223,1208,15,UA,1170,N37465,EWR,FLL,166,1065,9,0,"2013-03-14 09:00:00"
2013,12,6,811,829,-18,1119,1055,24,EV,4419,N12142,EWR,XNA,207,1131,8,29,"2013-12-06 08:00:00"
2013,8,19,1129,1130,-1,1320,1329,-9,US,2077,N543UW,LGA,CLT,89,544,11,30,"2013-08-19 11:00:00"
2013,6,30,1059,1100,-1,1409,1356,13,DL,2445,N939DL,LGA,MCO,139,950,11,0,"2013-06-30 11:00:00"
2013,11,9,1914,1920,-6,2029,2046,-17,9E,2942,N8986B,JFK,SYR,43,209,19,20,"2013-11-09 19:00:00"
2013,10,18,2124,2113,11,26,30,-4,UA,471,N503UA,EWR,SFO,342,2565,21,13,"2013-10-18 21:00:00"
2013,5,14,940,945,-5,1142,1224,-42,B6,197,N665JB,JFK,LAS,283,2248,9,45,"2013-05-14 09:00:00"
2013,5,6,645,648,-3,903,958,-55,UA,1405,N13718,EWR,SEA,298,2402,6,48,"2013-05-06 06:00:00"
2013,11,2,2236,2245,-9,2341,3,-22,B6,486,N368JB,JFK,ROC,49,264,22,45,"2013-11-02 22:00:00"
2013,10,3,1928,1930,-2,2216,2250,-34,DL,795,N386DA,JFK,SLC,271,1990,19,30,"2013-10-03 19:00:00"
2013,12,14,1237,1237,0,1605,1540,25,UA,701,N401UA,EWR,IAH,222,1400,12,37,"2013-12-14 12:00:00"
2013,1,16,1513,1450,23,1804,1755,9,AA,1813,N5FHAA,JFK,MCO,145,944,14,50,"2013-01-16 14:00:00"
2013,6,13,2105,2025,40,36,2324,72,UA,771,N508UA,JFK,LAX,326,2475,20,25,"2013-06-13 20:00:00"
2013,2,16,620,600,20,935,900,35,UA,277,N483UA,EWR,TPA,169,997,6,0,"2013-02-16 06:00:00"
2013,10,29,1839,1830,9,2051,2110,-19,WN,2698,N248WN,EWR,MSY,169,1167,18,30,"2013-10-29 18:00:00"
2013,11,29,1711,1704,7,1901,1908,-7,US,894,N171US,LGA,CLT,87,544,17,4,"2013-11-29 17:00:00"
2013,3,20,1213,1215,-2,1513,1516,-3,B6,625,N354JB,JFK,HOU,218,1428,12,15,"2013-03-20 12:00:00"
2013,4,18,945,950,-5,1302,1252,10,B6,503,N766JB,EWR,FLL,142,1065,9,50,"2013-04-18 09:00:00"
2013,2,4,1853,1856,-3,2144,2204,-20,UA,891,N482UA,LGA,IAH,210,1416,18,56,"2013-02-04 18:00:00"
2013,7,24,2249,2250,-1,4,14,-10,B6,2002,N339JB,JFK,BUF,56,301,22,50,"2013-07-24 22:00:00"
2013,3,16,607,610,-3,806,814,-8,DL,1919,N341NW,LGA,MSP,156,1020,6,10,"2013-03-16 06:00:00"
2013,10,16,837,843,-6,946,957,-11,UA,401,N848UA,EWR,BOS,38,200,8,43,"2013-10-16 08:00:00"
2013,8,12,1545,1545,0,1937,2005,-28,DL,4,N3751B,JFK,SJU,193,1598,15,45,"2013-08-12 15:00:00"
2013,9,27,856,900,-4,1137,1157,-20,B6,63,N579JB,JFK,SEA,318,2422,9,0,"2013-09-27 09:00:00"
2013,4,7,1500,1500,0,1613,1619,-6,US,2179,N945UW,LGA,DCA,47,214,15,0,"2013-04-07 15:00:00"
2013,1,19,819,809,10,927,930,-3,EV,4425,N13965,EWR,ROC,45,246,8,9,"2013-01-19 08:00:00"
2013,7,12,745,752,-7,906,913,-7,B6,2702,N184JB,JFK,BUF,52,301,7,52,"2013-07-12 07:00:00"
2013,2,25,538,545,-7,1003,1023,-20,B6,725,N623JB,JFK,BQN,182,1576,5,45,"2013-02-25 05:00:00"
2013,5,6,1215,1220,-5,1353,1414,-21,EV,4625,N13955,EWR,CLT,80,529,12,20,"2013-05-06 12:00:00"
2013,11,2,1751,1729,22,2028,2023,5,UA,1109,N17128,EWR,MCO,137,937,17,29,"2013-11-02 17:00:00"
2013,2,23,1341,1345,-4,1716,1705,11,AA,117,N338AA,JFK,LAX,363,2475,13,45,"2013-02-23 13:00:00"
2013,12,23,1837,1652,105,1959,1822,97,EV,4422,N16918,EWR,PIT,61,319,16,52,"2013-12-23 16:00:00"
2013,11,6,1921,1930,-9,2119,2138,-19,EV,4361,N21129,EWR,TYS,96,631,19,30,"2013-11-06 19:00:00"
2013,2,27,2109,1945,84,2341,2241,60,9E,3287,N935XJ,JFK,JAX,132,828,19,45,"2013-02-27 19:00:00"
2013,8,15,749,755,-6,1045,1057,-12,DL,2395,N916DL,LGA,PBI,140,1035,7,55,"2013-08-15 07:00:00"
2013,3,29,656,638,18,937,951,-14,UA,387,N567UA,EWR,LAX,319,2454,6,38,"2013-03-29 06:00:00"
2013,1,6,1530,1536,-6,1726,1731,-5,UA,1710,N73251,LGA,CLE,78,419,15,36,"2013-01-06 15:00:00"
2013,11,15,1348,1345,3,1644,1640,4,UA,1565,N76062,EWR,IAH,209,1400,13,45,"2013-11-15 13:00:00"
2013,3,9,1321,1330,-9,1601,1645,-44,AA,753,N473AA,LGA,DFW,204,1389,13,30,"2013-03-09 13:00:00"
2013,1,28,NA,1100,NA,NA,1223,NA,EV,4240,N12567,EWR,BUF,NA,282,11,0,"2013-01-28 11:00:00"
2013,3,30,1926,1930,-4,2046,2126,-40,9E,3444,N930XJ,JFK,RDU,62,427,19,30,"2013-03-30 19:00:00"
2013,2,3,655,659,-4,1005,959,6,AA,1815,N5ETAA,JFK,MCO,146,944,6,59,"2013-02-03 06:00:00"
2013,11,14,907,908,-1,1141,1204,-23,B6,653,N590JB,JFK,PBI,142,1028,9,8,"2013-11-14 09:00:00"
2013,9,14,1550,1530,20,1652,1650,2,EV,4510,N12967,EWR,MKE,107,725,15,30,"2013-09-14 15:00:00"
2013,1,4,623,630,-7,818,830,-12,MQ,4599,N8EGMQ,LGA,MSP,152,1020,6,30,"2013-01-04 06:00:00"
